Epoch,CNN_mae,L_13_mae,L_9_mae,L_5_mae,NFS_mae,CNN_mse,L_13_mse,L_9_mse,L_5_mse,NFS_mse,CNN_msssim,L_13_msssim,L_9_msssim,L_5_msssim,NFS_msssim,CNN_wasserstein,L_13_wasserstein,L_9_wasserstein,L_5_wasserstein,NFS_wasserstein
73,1.12169340252876,1.31812885403633,1.2999512180686,1.28333012014627,1.36010267585516,2.26103445887566,3.03737552464008,2.96356642246246,2.88105338811874,3.22025813162327,0.873906690627337,0.836724061518907,0.841334592550993,0.841213624924421,0.825050283223391,-1.7384533e-05,80.670074,77.99054,71.27541,95.53378
74,1.11558715999126,1.32148787379265,1.29894252121449,1.28282131254673,1.36942296475172,2.24199324846268,3.05042430758476,2.95684261620045,2.88121043145657,3.26326224207878,0.875277709215879,0.836934830993414,0.841879237443209,0.841224782168865,0.824326518923044,-1.1951779e-05,84.09468,77.50564,71.96643,90.421936
75,1.11221707612276,1.31873164325953,1.29818389564753,1.28059300780296,1.3613361492753,2.23116178810596,3.04314865171909,2.94948694109917,2.87392109632492,3.23020325601101,0.874446429312229,0.837604854255915,0.841023549437523,0.842406194657087,0.827073913067579,-1.3839104e-05,88.589676,72.8557,72.90762,93.741615
76,1.11417738348246,1.31390170753002,1.29539535194635,1.28402400761843,1.36474980413914,2.23669397830963,3.02494551241398,2.93988233804703,2.88505460321903,3.23446026444435,0.87529306486249,0.837274875491858,0.840971395373344,0.841447290033102,0.827484767884016,-6.806222e-06,84.96192,76.313705,69.91321,94.742676
77,1.11270167678595,1.30879297107458,1.29536897689104,1.27576684206724,1.35163938999176,2.23294906318188,3.00008735060692,2.93897099792957,2.8494229465723,3.18509486317635,0.875713557004929,0.838954981416464,0.840944945812225,0.843144163489342,0.828627083450556,-8.766307e-06,81.669,75.53035,70.286415,101.0632
78,1.1154690682888,1.31320667266846,1.29247437417507,1.2796176224947,1.35055823624134,2.23606163263321,3.01676414906979,2.92514656484127,2.86746871471405,3.17864762246609,0.876174654811621,0.8396289460361,0.841950390487909,0.842953655868769,0.831019967794418,-9.418232e-06,82.25209,74.11215,69.437935,91.372894
79,1.11069313436747,1.30508630722761,1.29148326814175,1.27656450122595,1.33735553175211,2.22256477177143,2.98438462615013,2.92795071005821,2.85428193211555,3.11126190423965,0.876312419772148,0.84123781695962,0.842412274330854,0.843319807201624,0.82823595777154,-1.1453987e-05,77.66121,78.747055,69.878395,93.27744
80,1.10890737175942,1.31014533340931,1.29376445710659,1.2765316516161,1.34870598465204,2.21773941814899,3.00841112434864,2.93434275686741,2.85328710079193,3.17172831296921,0.876058295369148,0.840955927968025,0.842853285372257,0.842974781990051,0.830598924309015,-1.5260186e-05,83.6217,73.238495,66.81389,92.75203
81,1.11143058538437,1.30124769359827,1.2902048677206,1.27732034027576,1.34771782159805,2.2230703830719,2.9688371270895,2.91636614501476,2.85811147093773,3.16504964232445,0.87597468867898,0.841159109026194,0.842999912798405,0.843882761895657,0.830651912838221,-1.00010075e-05,82.05199,73.87921,69.96663,93.039444
82,1.11018178611994,1.30454881489277,1.29062436521053,1.26868341863155,1.34577634185553,2.21779730916023,2.97956700623035,2.92444793879986,2.82140067219734,3.15393248200417,0.87687898427248,0.841153256595135,0.842591967433691,0.844780907034874,0.830677680671215,-7.3735137e-06,78.8987,75.07651,72.31589,89.15462
83,1.11020482331514,1.31679524481297,1.28805439919233,1.27192293852568,1.35820447653532,2.22045469284058,3.03903150558472,2.91083964705467,2.83526091277599,3.21191000938416,0.876102671027184,0.838693674653768,0.844809476286173,0.844650607556105,0.829415008425713,-8.425326e-06,77.63661,76.462524,68.1295,88.371475
84,1.10815315693617,1.29924330115318,1.28627648204565,1.27168797701597,1.34616450220346,2.21289086341858,2.95743362605572,2.89534129202366,2.8353418558836,3.15986366569996,0.876775942742825,0.841540385037661,0.84423653408885,0.845078770071268,0.831775642931461,-8.274103e-06,78.23549,75.767494,68.86664,83.47728
85,1.10699861496687,1.3045290261507,1.28488323092461,1.26791056245565,1.33825793862343,2.20975689589977,2.9813861399889,2.90013685822487,2.8162349909544,3.12458588182926,0.876336991786957,0.841769181191921,0.844804942607879,0.845502082258463,0.832593597471714,-8.433475e-06,82.413635,76.8202,68.05368,94.9977
86,1.10803291201592,1.30652903020382,1.28421608358622,1.26920615136623,1.34003750234842,2.21200752258301,2.99038225412369,2.89555248618126,2.82567836344242,3.1280467659235,0.876299347728491,0.841264072805643,0.843903165310621,0.846153426915407,0.832328964024782,-1.2968667e-05,76.77629,73.860245,69.41407,87.36676
87,1.110116943717,1.30126221477985,1.28047109395266,1.26758173853159,1.33669230341911,2.22165994346142,2.9660858809948,2.88184487819672,2.82040207087994,3.11072927713394,0.876913387328386,0.841218955814838,0.846280254423618,0.846695154905319,0.830484736710787,-1.349533e-05,77.84982,78.16704,66.038826,85.24124
