Epoch,CNN_mae,L_13_mae,L_9_mae,L_5_mae,NFS_mae,CNN_mse,L_13_mse,L_9_mse,L_5_mse,NFS_mse,CNN_msssim,L_13_msssim,L_9_msssim,L_5_msssim,NFS_msssim,CNN_wasserstein,L_13_wasserstein,L_9_wasserstein,L_5_wasserstein,NFS_wasserstein
37,1.19916214793921,1.42898803204298,1.40181618928909,1.36715584993362,1.45269501954317,2.96740025281906,4.02773249149323,3.86901099979878,3.65670159459114,4.16395914554596,0.8701694868505,0.869568400084972,0.873763237148523,0.879305209964514,0.871374603360891,2.9247021e-05,42.555664,38.52506,39.333496,71.18651
38,1.19148869812489,1.43396079540253,1.40046291053295,1.37267004698515,1.44018942862749,2.9426521807909,4.04889193177223,3.84890528023243,3.66687503457069,4.08402816951275,0.879459340125322,0.869592487812042,0.873188853263855,0.881258834153414,0.871443424373865,2.6041642e-05,43.498848,39.34723,38.583755,63.472157
39,1.20012178272009,1.42457243055105,1.39754711091518,1.36921025812626,1.43442448973656,2.97918921709061,4.0066674798727,3.83743155002594,3.66981299221516,4.02577804028988,0.873079340904951,0.871294718235731,0.873598471283913,0.879871625453234,0.871778812259436,2.3005996e-05,42.737686,38.620777,39.797775,70.910645
40,1.18521322309971,1.4222205504775,1.39744687825441,1.36221064627171,1.49019123613834,2.9173301756382,4.00180572271347,3.84581948816776,3.63606958091259,4.38346007466316,0.874267973005772,0.870610874146223,0.874731868505478,0.880896274000406,0.874326448887587,2.6198803e-05,42.495064,36.949738,40.317043,70.51397
41,1.19046188145876,1.4240135550499,1.39261091500521,1.36391472071409,1.51208264380693,2.92780160903931,4.03304651379585,3.82831464707851,3.6398129761219,4.41576534509659,0.875865455716848,0.872025359421968,0.873644758015871,0.883333846926689,0.872458439320326,2.9939227e-05,38.732147,38.14759,38.188305,87.00381
42,1.19359352439642,1.41602394729853,1.39799357205629,1.36105873435736,1.44074529409409,2.93083879351616,3.95835070312023,3.85813795030117,3.62277042865753,4.08812803030014,0.872583094984293,0.872370399534702,0.875907018780708,0.882611114531755,0.874063868075609,2.8780662e-05,40.23645,36.449444,38.024113,63.518234
43,1.19165738672018,1.42128467559814,1.40425158292055,1.35756272822618,1.44303730875254,2.94669915735722,4.00325639545918,3.89212554693222,3.62552466988564,4.13378578424454,0.870704788714647,0.872024092823267,0.874840948730707,0.883714269846678,0.872662607580423,1.8827617e-05,41.598595,37.061115,36.501766,64.645485
44,1.18968015164137,1.41772574931383,1.39321807771921,1.36428841203451,1.44122251868248,2.92736817896366,3.97974134981632,3.84394265711308,3.65044128894806,4.08569334447384,0.872982777655125,0.871675208210945,0.876370742917061,0.882187690585852,0.872744623571634,2.528564e-05,39.832752,37.617527,36.275505,72.97242
45,1.18107661604881,1.41492359340191,1.39780354499817,1.36066061258316,1.44312603026629,2.89850489795208,3.97167125344276,3.85502114892006,3.63882420957088,4.11594666540623,0.874991167336702,0.871676810085774,0.874724954366684,0.88306787237525,0.873623665422201,2.421136e-05,38.37539,37.354786,37.04624,61.84481
46,1.18131330609322,1.4196854904294,1.39338613301516,1.35948596149683,1.46285142749548,2.89523439109325,3.98208217322826,3.83788523077965,3.62866692245007,4.23870879411697,0.872856739908457,0.870645977556706,0.876503940671682,0.883691642433405,0.874991048127413,2.424675e-05,40.6473,37.444557,36.245403,57.24646
47,1.18204565346241,1.41659270226955,1.39939624071121,1.3584640994668,1.42368479073048,2.8994727730751,3.97651198506355,3.88257552683353,3.63960008323193,3.99827644228935,0.870445597916842,0.872626420110464,0.876080837100744,0.885962393134832,0.874544624239206,2.3963628e-05,40.578888,34.867332,36.798065,57.135235
48,1.18197853118181,1.41449701786041,1.38863936066628,1.35101870447397,1.45070520788431,2.89471267163754,3.96465255320072,3.81112541258335,3.59025223553181,4.17908753454685,0.873260967433453,0.873020488768816,0.875419076532126,0.884003885090351,0.873569566756487,2.944353e-05,39.766922,36.08451,34.029194,70.695625
49,1.18040684610605,1.41349893808365,1.40115039050579,1.35753455758095,1.44078435003757,2.88674506545067,3.96843720972538,3.86591324210167,3.63210719823837,4.11444567143917,0.874101422727108,0.873091991990805,0.875238742679358,0.88356227055192,0.875671315938234,2.9688468e-05,37.15812,34.42542,35.242447,63.18161
50,1.18620197474957,1.4171582236886,1.3918934315443,1.35971630364656,1.43922416865826,2.90491059422493,3.98939454555511,3.84084859490395,3.64851886034012,4.11315326392651,0.872103713452816,0.871752645820379,0.876022815704346,0.88287391513586,0.876320280134678,1.9645551e-05,39.46782,36.731876,34.273148,65.65984
51,1.17839937657118,1.41633161902428,1.38760170340538,1.35537328571081,1.44455397129059,2.87380993366241,3.98586848378181,3.81987571716309,3.62055391073227,4.14729678630829,0.870352368801832,0.872885033488274,0.878515023738146,0.883392620831728,0.873731270432472,2.8665876e-05,37.083958,34.997032,33.042206,57.05159
52,1.1755213290453,1.41328576952219,1.39685420691967,1.34951350092888,1.47697359323502,2.87379385530949,3.980608060956,3.88798254728317,3.59054851531982,4.30366906523705,0.876572538167238,0.872797053307295,0.876629944890738,0.882343072444201,0.876830391585827,2.156943e-05,38.725574,35.41004,35.119675,57.28408
53,1.17293576896191,1.40974965691567,1.39589008688927,1.35310938954353,1.46007741987705,2.85267521440983,3.95656111836433,3.87101000547409,3.61415691673756,4.15351846814156,0.875387914478779,0.873401083052158,0.878409996628761,0.884036961942911,0.874024674296379,2.3275381e-05,37.86718,33.849464,33.20533,81.12234
54,1.17609911412001,1.41873152554035,1.39732732623816,1.35379828512669,1.49801676720381,2.85762798786163,4.02803266048431,3.8665529936552,3.61233253777027,4.44407671689987,0.873957794159651,0.874698117375374,0.878064963966608,0.883537326008081,0.875427406281233,3.6883168e-05,36.402023,32.511063,33.664536,58.70956
